Record_ID,Date,State,City,Waste_Type,Waste_Generated_Tons,Waste_Collected_Tons,Segregated_Tons,Recycled_Tons,Composted_Tons,Landfilled_Tons,Collection_Efficiency_Pct,Recycling_Rate_Pct,Disposal_Method,Facility_Type,Year,Month,Month_Name,Quarter,Waste_Per_Capita_Kg
17078,2025-05-29,Gujarat,Vadodara,Wet Waste,369.08,318.53,216.6,16.68,96.15,205.42,86.3,7.7,Material Recovery,Landfill,2025,5,May,Q2,0.43
17079,2024-01-07,Karnataka,Bengaluru,Glass,359.45,280.78,166.22,123.64,6.36,137.95,78.11,74.38,Landfill,Landfill,2024,1,Jan,Q1,0.42
17080,2025-01-12,Rajasthan,Jodhpur,Wet Waste,336.68,291.33,243.63,8.95,114.95,151.06,86.53,3.68,Material Recovery,Waste-to-Energy Plant,2025,1,Jan,Q1,0.77
17081,2025-03-29,Kerala,Kozhikode,Dry Waste,420.47,370.2,191.91,112.08,6.5,243.29,88.04,58.4,Recycling,Recycling Facility,2025,3,Mar,Q1,0.81
17082,2023-06-02,Maharashtra,Mumbai,Dry Waste,1233.07,1106.86,993.64,514.37,32.15,547.36,89.77,51.77,Landfill,Waste-to-Energy Plant,2023,6,Jun,Q2,0.66
17083,2023-02-22,Tamil Nadu,Coimbatore,E-Waste,428.53,405.51,263.14,124.95,9.03,250.14,94.63,47.49,Composting,Landfill,2023,2,Feb,Q1,0.68
17084,2023-01-24,Delhi,Delhi,Dry Waste,361.96,324.04,186.49,84.12,6.73,224.75,89.52,45.11,Waste-to-Energy,MRF,2023,1,Jan,Q1,0.43
17085,2025-01-26,Rajasthan,Udaipur,Dry Waste,357.57,311.22,225.28,96.58,9.37,201.63,87.04,42.87,Composting,MRF,2025,1,Jan,Q1,0.77
17086,2025-01-26,West Bengal,Durgapur,Plastic,432.46,382.74,301.14,191.91,9.31,167.78,88.5,63.73,Material Recovery,Landfill,2025,1,Jan,Q1,0.44
17087,2023-03-04,Madhya Pradesh,Jabalpur,Wet Waste,361.6,343.34,211.94,25.35,83.23,212.44,94.95,11.96,Recycling,MRF,2023,3,Mar,Q1,0.66
17088,2023-12-24,Gujarat,Ahmedabad,Wet Waste,465.31,391.07,329.78,9.89,162.91,202.73,84.05,3.0,Waste-to-Energy,MRF,2023,12,Dec,Q4,0.55
17089,2023-03-19,Telangana,Nizamabad,Dry Waste,239.83,218.18,145.08,62.19,4.98,130.52,90.97,42.87,Waste-to-Energy,MRF,2023,3,Mar,Q1,0.79
17090,2025-08-26,Madhya Pradesh,Indore,Plastic,572.59,480.78,336.97,191.82,13.37,274.37,83.97,56.93,Landfill,Composting Plant,2025,8,Aug,Q3,0.36
17091,2024-01-23,Gujarat,Surat,Dry Waste,422.31,378.27,315.15,155.08,13.27,189.7,89.57,49.21,Landfill,Waste-to-Energy Plant,2024,1,Jan,Q1,0.73
17092,2023-08-01,Kerala,Kozhikode,Dry Waste,358.78,318.86,230.53,119.23,6.94,170.09,88.87,51.72,Waste-to-Energy,Landfill,2023,8,Aug,Q3,0.66
17093,2024-08-21,Karnataka,Bengaluru,Wet Waste,297.28,294.31,211.97,27.86,100.49,162.01,99.0,13.14,Waste-to-Energy,Landfill,2024,8,Aug,Q3,0.75
17094,2023-10-30,Madhya Pradesh,Bhopal,Wet Waste,391.15,287.27,260.14,12.61,106.33,154.04,73.44,4.85,Landfill,Recycling Facility,2023,10,Oct,Q4,0.41
17095,2024-07-20,Kerala,Kochi,Paper,557.19,538.86,336.11,245.64,13.31,243.69,96.71,73.08,Landfill,Recycling Facility,2024,7,Jul,Q3,0.63
17096,2023-02-04,Uttar Pradesh,Varanasi,Wet Waste,312.32,262.04,148.03,23.61,72.25,145.81,83.9,15.95,Waste-to-Energy,Landfill,2023,2,Feb,Q1,0.73
17097,2023-01-10,West Bengal,Durgapur,Dry Waste,281.6,259.56,193.78,81.11,7.29,150.91,92.18,41.85,Waste-to-Energy,MRF,2023,1,Jan,Q1,0.74
17098,2023-06-22,Telangana,Warangal,Glass,455.27,403.65,186.22,150.8,7.11,235.07,88.66,80.98,Material Recovery,MRF,2023,6,Jun,Q2,0.35
17099,2025-03-19,Madhya Pradesh,Jabalpur,Dry Waste,621.08,527.09,390.97,159.22,14.16,322.64,84.87,40.72,Waste-to-Energy,Recycling Facility,2025,3,Mar,Q1,0.64
17100,2025-06-30,Rajasthan,Kota,E-Waste,468.16,431.89,294.5,143.53,10.36,276.04,92.25,48.74,Waste-to-Energy,Composting Plant,2025,6,Jun,Q2,0.46
17101,2023-06-17,Tamil Nadu,Coimbatore,Wet Waste,165.54,163.88,92.54,11.42,37.52,113.96,99.0,12.34,Recycling,MRF,2023,6,Jun,Q2,0.44
17102,2025-06-25,Rajasthan,Jodhpur,Dry Waste,372.65,347.76,244.61,97.26,8.44,227.17,93.32,39.76,Material Recovery,Composting Plant,2025,6,Jun,Q2,0.61
17103,2025-02-05,Rajasthan,Jaipur,Plastic,248.31,202.55,187.93,79.75,6.43,99.4,81.57,42.44,Material Recovery,MRF,2025,2,Feb,Q1,0.62
17104,2025-03-29,Madhya Pradesh,Indore,Wet Waste,405.62,401.56,294.9,8.85,123.35,269.19,99.0,3.0,Landfill,Composting Plant,2025,3,Mar,Q1,0.38
17105,2024-05-25,Rajasthan,Udaipur,Wet Waste,426.78,370.42,285.37,41.02,109.35,197.88,86.79,14.37,Waste-to-Energy,Recycling Facility,2024,5,May,Q2,0.6
17106,2023-08-24,Rajasthan,Jaipur,E-Waste,487.24,421.82,271.11,137.04,9.1,235.62,86.57,50.55,Waste-to-Energy,Composting Plant,2023,8,Aug,Q3,0.64
17107,2023-07-11,Maharashtra,Dhule,Metal,407.08,379.45,240.03,219.48,9.04,135.89,93.21,91.44,Waste-to-Energy,Landfill,2023,7,Jul,Q3,0.44
17108,2023-11-14,Kerala,Kozhikode,Wet Waste,318.88,295.6,253.08,7.59,95.75,176.67,92.7,3.0,Composting,MRF,2023,11,Nov,Q4,0.59
17109,2023-12-22,Karnataka,Mysuru,Plastic,237.23,223.03,157.94,83.85,6.2,113.64,94.01,53.09,Recycling,Landfill,2023,12,Dec,Q4,0.72
17110,2024-12-14,Kerala,Thiruvananthapuram,E-Waste,503.84,487.69,372.49,116.99,13.3,313.32,96.79,31.41,Waste-to-Energy,Recycling Facility,2024,12,Dec,Q4,0.71
17111,2025-07-02,Maharashtra,Pune,Dry Waste,724.42,635.45,452.17,238.12,14.07,357.07,87.72,52.66,Landfill,Recycling Facility,2025,7,Jul,Q3,0.61
17112,2023-05-30,Tamil Nadu,Salem,E-Waste,312.83,279.88,175.82,73.56,7.16,185.1,89.47,41.84,Recycling,Waste-to-Energy Plant,2023,5,May,Q2,0.76
17113,2023-11-18,Rajasthan,Udaipur,Dry Waste,440.95,394.08,282.95,110.87,9.0,233.97,89.37,39.18,Recycling,Composting Plant,2023,11,Nov,Q4,0.39
17114,2023-07-20,Madhya Pradesh,Indore,Metal,369.69,321.52,224.71,158.83,9.04,146.69,86.97,70.68,Waste-to-Energy,Recycling Facility,2023,7,Jul,Q3,0.82
17115,2024-03-08,Telangana,Warangal,Glass,206.6,167.31,118.38,66.23,4.18,86.43,80.98,55.95,Material Recovery,Recycling Facility,2024,3,Mar,Q1,0.5
17116,2025-08-04,Madhya Pradesh,Bhopal,Wet Waste,613.87,581.17,501.69,69.94,236.29,267.2,94.67,13.94,Composting,Waste-to-Energy Plant,2025,8,Aug,Q3,0.71
17117,2025-02-03,Madhya Pradesh,Jabalpur,Metal,311.84,280.27,220.1,171.37,7.9,88.74,89.88,77.86,Recycling,Waste-to-Energy Plant,2025,2,Feb,Q1,0.44
17118,2025-12-13,Tamil Nadu,Madurai,Paper,342.13,326.96,218.65,140.2,8.32,168.27,95.57,64.12,Waste-to-Energy,MRF,2025,12,Dec,Q4,0.61
17119,2025-01-18,Rajasthan,Kota,Wet Waste,166.61,151.11,133.73,8.28,53.99,80.22,90.7,6.19,Composting,Waste-to-Energy Plant,2025,1,Jan,Q1,0.56
17120,2023-08-12,Tamil Nadu,Madurai,Dry Waste,552.71,517.18,325.83,145.34,10.35,340.43,93.57,44.6,Composting,Landfill,2023,8,Aug,Q3,0.43
17121,2023-07-13,Uttar Pradesh,Agra,Plastic,231.44,229.13,185.65,80.79,5.85,136.93,99.0,43.52,Composting,MRF,2023,7,Jul,Q3,0.65
17122,2023-04-17,Odisha,Bhubaneswar,Glass,542.26,530.32,420.45,312.13,16.06,173.35,97.8,74.24,Landfill,Composting Plant,2023,4,Apr,Q2,0.42
17123,2024-09-15,Telangana,Warangal,Plastic,269.62,257.84,133.27,65.43,5.52,175.48,95.63,49.1,Waste-to-Energy,Waste-to-Energy Plant,2024,9,Sep,Q3,0.73
17124,2025-03-07,Tamil Nadu,Coimbatore,Wet Waste,444.57,403.62,242.62,7.28,115.72,274.53,90.79,3.0,Composting,MRF,2025,3,Mar,Q1,0.38
17125,2023-11-03,Madhya Pradesh,Gwalior,Dry Waste,211.35,187.47,114.3,50.85,3.66,128.31,88.7,44.49,Recycling,MRF,2023,11,Nov,Q4,0.5
17126,2023-01-07,Tamil Nadu,Coimbatore,Dry Waste,433.96,412.98,315.39,142.56,12.15,246.79,95.17,45.2,Waste-to-Energy,Composting Plant,2023,1,Jan,Q1,0.58
17127,2023-10-02,Delhi,Delhi,Wet Waste,482.71,421.45,273.37,21.99,111.09,274.53,87.31,8.04,Recycling,Landfill,2023,10,Oct,Q4,0.83
17128,2023-10-01,West Bengal,Durgapur,E-Waste,441.83,420.77,283.12,98.53,10.23,306.82,95.23,34.8,Recycling,Landfill,2023,10,Oct,Q4,0.84
17129,2024-05-09,Tamil Nadu,Salem,E-Waste,347.87,308.85,192.28,64.1,6.76,214.69,88.78,33.33,Recycling,Waste-to-Energy Plant,2024,5,May,Q2,0.67
17130,2023-04-03,Madhya Pradesh,Gwalior,Metal,430.73,389.51,239.64,183.31,9.8,170.38,90.43,76.49,Material Recovery,MRF,2023,4,Apr,Q2,0.37
17131,2024-07-20,Tamil Nadu,Chennai,Dry Waste,668.96,587.88,443.68,194.9,18.4,351.86,87.88,43.93,Landfill,Recycling Facility,2024,7,Jul,Q3,0.45
17132,2025-07-17,Kerala,Kochi,Wet Waste,165.91,136.1,75.52,8.95,26.72,95.01,82.03,11.85,Recycling,MRF,2025,7,Jul,Q3,0.82
17133,2025-12-20,Maharashtra,Nagpur,Wet Waste,298.44,246.81,171.97,15.14,64.83,162.0,82.7,8.81,Landfill,Composting Plant,2025,12,Dec,Q4,0.82
17134,2024-02-09,Odisha,Cuttack,Wet Waste,450.88,418.69,247.15,23.75,104.1,258.02,92.86,9.61,Material Recovery,Composting Plant,2024,2,Feb,Q1,0.66
17135,2024-05-04,Tamil Nadu,Coimbatore,Dry Waste,470.32,405.01,320.81,152.19,10.85,213.88,86.11,47.44,Composting,Composting Plant,2024,5,May,Q2,0.58
17136,2023-06-12,Maharashtra,Nagpur,Wet Waste,452.39,423.94,236.72,31.53,113.62,251.52,93.71,13.32,Landfill,Landfill,2023,6,Jun,Q2,0.37
17137,2023-03-31,Tamil Nadu,Salem,Wet Waste,169.02,137.11,86.7,7.31,39.53,80.18,81.12,8.43,Material Recovery,Waste-to-Energy Plant,2023,3,Mar,Q1,0.61
17138,2024-05-13,Odisha,Cuttack,Wet Waste,546.09,481.88,389.66,75.88,145.79,240.54,88.24,19.47,Composting,MRF,2024,5,May,Q2,0.5
17139,2024-05-09,Delhi,New Delhi,Paper,533.72,448.27,341.49,247.55,14.66,159.88,83.99,72.49,Composting,MRF,2024,5,May,Q2,0.6
17140,2024-09-07,Rajasthan,Jaipur,Dry Waste,401.38,335.27,188.26,89.33,7.51,210.98,83.53,47.45,Waste-to-Energy,Waste-to-Energy Plant,2024,9,Sep,Q3,0.43
17141,2023-04-25,Rajasthan,Kota,Wet Waste,593.23,587.29,441.05,23.07,168.42,384.44,99.0,5.23,Material Recovery,Composting Plant,2023,4,Apr,Q2,0.63
17142,2025-03-09,Telangana,Hyderabad,Metal,839.85,679.43,584.6,454.43,24.51,177.69,80.9,77.73,Landfill,Recycling Facility,2025,3,Mar,Q1,0.58
17143,2025-06-16,Tamil Nadu,Chennai,Paper,369.7,326.66,213.33,146.09,8.27,157.18,88.36,68.48,Landfill,Waste-to-Energy Plant,2025,6,Jun,Q2,0.76
17144,2024-07-23,Uttar Pradesh,Kanpur,Wet Waste,276.57,267.66,167.74,5.03,81.78,165.63,96.78,3.0,Recycling,Composting Plant,2024,7,Jul,Q3,0.68
17145,2025-10-04,Rajasthan,Udaipur,Glass,315.88,283.05,210.56,167.82,7.81,97.57,89.6,79.71,Recycling,Landfill,2025,10,Oct,Q4,0.56
17146,2023-07-10,Rajasthan,Jodhpur,Wet Waste,441.76,367.75,319.59,52.38,147.86,147.37,83.25,16.39,Waste-to-Energy,MRF,2023,7,Jul,Q3,0.7
17147,2024-02-12,Karnataka,Mangaluru,Dry Waste,521.48,435.84,267.08,125.29,8.25,285.95,83.58,46.91,Composting,Waste-to-Energy Plant,2024,2,Feb,Q1,0.81
17148,2024-04-30,Uttar Pradesh,Varanasi,Paper,478.54,414.52,273.92,209.96,9.21,181.33,86.62,76.65,Material Recovery,Composting Plant,2024,4,Apr,Q2,0.57
17149,2023-04-22,Telangana,Hyderabad,Plastic,661.17,532.72,416.94,229.13,13.32,276.45,80.57,54.95,Material Recovery,Composting Plant,2023,4,Apr,Q2,0.77
17150,2024-11-05,Tamil Nadu,Madurai,Dry Waste,255.2,246.76,155.74,57.39,4.92,158.34,96.69,36.85,Landfill,Recycling Facility,2024,11,Nov,Q4,0.53
17151,2025-07-19,Karnataka,Bengaluru,Paper,849.68,726.91,560.9,386.53,19.88,308.73,85.55,68.91,Recycling,Recycling Facility,2025,7,Jul,Q3,0.64
17152,2023-08-09,Telangana,Warangal,Plastic,145.68,120.52,100.12,32.07,4.38,76.45,82.73,32.03,Recycling,Waste-to-Energy Plant,2023,8,Aug,Q3,0.38
17153,2024-08-06,Telangana,Warangal,E-Waste,633.28,609.59,499.69,170.06,21.17,400.99,96.26,34.03,Composting,Waste-to-Energy Plant,2024,8,Aug,Q3,0.45
17154,2023-09-30,Kerala,Thiruvananthapuram,Paper,458.61,359.68,192.26,118.11,8.03,208.33,78.43,61.43,Landfill,Recycling Facility,2023,9,Sep,Q3,0.43
17155,2024-10-01,Telangana,Warangal,Wet Waste,411.53,376.24,294.37,26.28,109.96,232.85,91.42,8.93,Composting,MRF,2024,10,Oct,Q4,0.68
17156,2023-08-07,Kerala,Kozhikode,Wet Waste,477.49,468.54,357.13,22.84,130.03,285.25,98.13,6.4,Landfill,Waste-to-Energy Plant,2023,8,Aug,Q3,0.82
17157,2024-03-30,Maharashtra,Dhule,E-Waste,163.04,155.13,102.14,29.25,4.4,115.6,95.15,28.63,Composting,Landfill,2024,3,Mar,Q1,0.57
17158,2024-01-10,Uttar Pradesh,Varanasi,Dry Waste,175.07,152.9,127.6,67.18,4.88,75.16,87.34,52.65,Material Recovery,Waste-to-Energy Plant,2024,1,Jan,Q1,0.73
17159,2025-05-29,Rajasthan,Jaipur,Paper,635.1,628.74,449.17,336.02,19.53,258.17,99.0,74.81,Waste-to-Energy,Landfill,2025,5,May,Q2,0.72
17160,2024-03-15,Tamil Nadu,Chennai,Dry Waste,518.9,469.58,288.44,125.19,11.97,321.43,90.5,43.4,Landfill,Landfill,2024,3,Mar,Q1,0.76
17161,2024-08-29,Delhi,New Delhi,Metal,365.41,359.6,259.39,222.22,10.81,109.93,98.41,85.67,Landfill,Landfill,2024,8,Aug,Q3,0.46
17162,2025-01-19,West Bengal,Howrah,Dry Waste,177.57,153.38,96.88,47.4,3.14,98.5,86.37,48.92,Landfill,Recycling Facility,2025,1,Jan,Q1,0.38
17163,2025-03-24,Uttar Pradesh,Varanasi,Metal,344.95,269.55,209.88,177.91,7.11,80.41,78.14,84.77,Recycling,Recycling Facility,2025,3,Mar,Q1,0.54
17164,2025-01-12,Delhi,New Delhi,Dry Waste,291.85,288.93,227.17,98.36,7.45,177.34,99.0,43.3,Landfill,MRF,2025,1,Jan,Q1,0.35
17165,2025-01-17,Karnataka,Mangaluru,Glass,580.75,550.64,345.47,242.14,11.5,281.03,94.82,70.09,Composting,MRF,2025,1,Jan,Q1,0.6
17166,2025-04-24,Tamil Nadu,Salem,Dry Waste,474.2,463.21,307.04,143.72,12.68,295.21,97.68,46.81,Waste-to-Energy,Waste-to-Energy Plant,2025,4,Apr,Q2,0.74
17167,2024-05-24,Delhi,New Delhi,Glass,216.23,206.01,159.33,110.8,6.08,81.99,95.27,69.54,Material Recovery,MRF,2024,5,May,Q2,0.67
17168,2024-12-19,Gujarat,Ahmedabad,Glass,902.31,793.54,654.75,539.86,19.82,222.38,87.95,82.45,Composting,Landfill,2024,12,Dec,Q4,0.63
17169,2024-10-01,Odisha,Rourkela,Wet Waste,414.98,378.86,271.18,77.6,92.47,179.83,91.3,28.62,Recycling,MRF,2024,10,Oct,Q4,0.83
17170,2025-03-07,Tamil Nadu,Chennai,Wet Waste,547.56,519.2,363.92,36.05,142.69,316.39,94.82,9.91,Waste-to-Energy,Recycling Facility,2025,3,Mar,Q1,0.53
17171,2024-05-29,Maharashtra,Nashik,Wet Waste,531.89,426.97,302.59,21.36,115.69,285.75,80.27,7.06,Recycling,Composting Plant,2024,5,May,Q2,0.71
17172,2025-06-07,Telangana,Nizamabad,Wet Waste,290.77,260.87,205.95,6.18,81.15,153.28,89.72,3.0,Material Recovery,Waste-to-Energy Plant,2025,6,Jun,Q2,0.54
17173,2023-10-23,Odisha,Cuttack,Wet Waste,327.81,291.14,218.43,36.11,96.37,149.13,88.81,16.53,Landfill,Waste-to-Energy Plant,2023,10,Oct,Q4,0.4
17174,2023-10-26,West Bengal,Durgapur,Dry Waste,581.92,460.69,337.48,143.27,11.3,299.74,79.17,42.45,Landfill,Landfill,2023,10,Oct,Q4,0.53
17175,2023-05-13,Maharashtra,Nagpur,E-Waste,269.81,216.14,175.32,52.59,6.65,149.44,80.11,30.0,Waste-to-Energy,Composting Plant,2023,5,May,Q2,0.78
17176,2024-08-23,Delhi,Delhi,Plastic,583.61,499.9,348.29,197.7,11.43,274.66,85.66,56.76,Landfill,MRF,2024,8,Aug,Q3,0.78
17177,2025-08-22,Uttar Pradesh,Varanasi,Dry Waste,150.55,134.3,89.28,31.58,3.09,90.08,89.21,35.37,Landfill,Landfill,2025,8,Aug,Q3,0.82
17178,2024-11-07,Maharashtra,Nashik,Wet Waste,347.71,289.89,227.08,36.11,105.04,147.69,83.37,15.9,Material Recovery,Recycling Facility,2024,11,Nov,Q4,0.58
17179,2025-07-29,Maharashtra,Nashik,E-Waste,450.81,406.91,222.79,107.66,8.24,257.75,90.26,48.32,Waste-to-Energy,Landfill,2025,7,Jul,Q3,0.7
17180,2024-11-20,Delhi,Delhi,Wet Waste,1254.56,1053.74,750.45,22.51,294.48,674.34,83.99,3.0,Material Recovery,Landfill,2024,11,Nov,Q4,0.46
17181,2024-12-04,Madhya Pradesh,Jabalpur,Dry Waste,510.2,438.12,304.44,168.52,13.06,230.59,85.87,55.35,Composting,Landfill,2024,12,Dec,Q4,0.77
17182,2025-04-02,Karnataka,Mangaluru,Plastic,287.68,245.07,90.76,47.75,2.95,170.34,85.19,52.62,Landfill,Composting Plant,2025,4,Apr,Q2,0.55
17183,2023-11-05,Kerala,Thiruvananthapuram,Wet Waste,173.95,126.61,74.91,21.82,37.06,67.72,72.78,29.13,Landfill,Waste-to-Energy Plant,2023,11,Nov,Q4,0.49
17184,2025-07-11,Tamil Nadu,Madurai,Dry Waste,429.73,358.03,202.12,66.97,8.15,281.69,83.32,33.13,Recycling,Landfill,2025,7,Jul,Q3,0.71
17185,2025-03-26,Karnataka,Bengaluru,E-Waste,994.51,943.23,599.97,230.16,19.51,678.81,94.84,38.36,Landfill,Waste-to-Energy Plant,2025,3,Mar,Q1,0.79
17186,2023-04-06,Tamil Nadu,Coimbatore,Glass,509.07,440.18,295.58,193.2,10.51,222.37,86.47,65.36,Landfill,MRF,2023,4,Apr,Q2,0.67
17187,2025-05-27,Delhi,New Delhi,Plastic,604.28,570.04,284.65,164.31,9.33,369.05,94.33,57.72,Recycling,Recycling Facility,2025,5,May,Q2,0.36
17188,2025-08-08,Telangana,Warangal,Dry Waste,438.15,382.47,239.58,156.82,9.27,203.44,87.29,65.46,Composting,Landfill,2025,8,Aug,Q3,0.39
17189,2024-07-08,Madhya Pradesh,Indore,Plastic,498.01,437.9,354.58,211.9,15.22,180.85,87.93,59.76,Recycling,Waste-to-Energy Plant,2024,7,Jul,Q3,0.69
17190,2024-09-07,West Bengal,Durgapur,Dry Waste,326.63,281.2,181.08,92.11,7.57,180.8,86.09,50.87,Waste-to-Energy,MRF,2024,9,Sep,Q3,0.55
17191,2023-03-04,Madhya Pradesh,Gwalior,E-Waste,398.22,377.07,257.97,72.92,8.39,287.25,94.69,28.27,Recycling,Composting Plant,2023,3,Mar,Q1,0.55
17192,2023-06-01,Karnataka,Mangaluru,Wet Waste,415.82,411.66,305.68,61.75,119.88,228.68,99.0,20.2,Landfill,Landfill,2023,6,Jun,Q2,0.45
17193,2025-01-17,Telangana,Nizamabad,Plastic,630.18,596.01,340.96,162.61,10.59,411.46,94.58,47.69,Composting,MRF,2025,1,Jan,Q1,0.57
17194,2025-08-27,Rajasthan,Jaipur,Dry Waste,316.74,270.58,209.13,105.53,7.97,149.99,85.43,50.46,Landfill,MRF,2025,8,Aug,Q3,0.66
17195,2024-03-11,Rajasthan,Jaipur,Wet Waste,291.09,227.96,173.89,9.33,81.16,117.14,78.31,5.36,Waste-to-Energy,Recycling Facility,2024,3,Mar,Q1,0.77
17196,2024-06-15,Odisha,Cuttack,E-Waste,358.43,320.05,228.16,112.46,7.86,177.22,89.29,49.29,Landfill,Landfill,2024,6,Jun,Q2,0.68
17197,2025-12-28,Delhi,New Delhi,Wet Waste,238.27,211.97,110.88,17.77,37.98,145.02,88.96,16.03,Recycling,Waste-to-Energy Plant,2025,12,Dec,Q4,0.61
17198,2025-06-26,Maharashtra,Dhule,Plastic,237.39,194.94,106.72,60.88,4.65,122.76,82.12,57.05,Material Recovery,MRF,2025,6,Jun,Q2,0.42
17199,2023-09-11,Madhya Pradesh,Gwalior,Dry Waste,504.26,428.69,321.65,145.73,12.19,239.5,85.01,45.31,Waste-to-Energy,MRF,2023,9,Sep,Q3,0.5
17200,2023-01-11,Karnataka,Mysuru,Wet Waste,625.03,546.95,403.15,42.45,198.04,299.32,87.51,10.53,Landfill,MRF,2023,1,Jan,Q1,0.57
17201,2023-03-26,Uttar Pradesh,Lucknow,Wet Waste,372.27,293.52,215.31,13.33,94.42,161.3,78.84,6.19,Composting,Waste-to-Energy Plant,2023,3,Mar,Q1,0.53
17202,2023-07-26,Karnataka,Hubballi,Wet Waste,535.82,491.06,310.53,9.32,149.6,309.49,91.65,3.0,Recycling,MRF,2023,7,Jul,Q3,0.43
17203,2024-03-25,Rajasthan,Jaipur,Wet Waste,427.81,347.23,270.28,31.35,119.99,192.96,81.16,11.6,Recycling,Composting Plant,2024,3,Mar,Q1,0.59
17204,2024-01-20,Uttar Pradesh,Lucknow,Glass,336.37,333.01,285.73,221.7,9.25,101.62,99.0,77.59,Landfill,MRF,2024,1,Jan,Q1,0.63
17205,2023-09-29,Kerala,Thiruvananthapuram,E-Waste,222.11,200.24,180.39,69.99,6.29,121.93,90.16,38.8,Composting,MRF,2023,9,Sep,Q3,0.48
17206,2023-07-05,Delhi,New Delhi,Plastic,164.15,151.01,94.42,42.81,3.63,100.36,92.0,45.34,Material Recovery,Landfill,2023,7,Jul,Q3,0.58
17207,2025-12-16,Rajasthan,Jaipur,Metal,261.16,231.27,176.83,124.5,7.32,90.8,88.55,70.41,Landfill,Recycling Facility,2025,12,Dec,Q4,0.59
17208,2023-07-16,Madhya Pradesh,Gwalior,Wet Waste,534.86,461.18,313.5,34.64,112.16,270.5,86.22,11.05,Composting,Landfill,2023,7,Jul,Q3,0.58
17209,2023-05-20,Delhi,Delhi,Paper,662.5,647.78,526.73,348.53,17.26,265.85,97.78,66.17,Landfill,MRF,2023,5,May,Q2,0.52
17210,2023-12-17,Kerala,Thiruvananthapuram,E-Waste,415.0,410.85,310.42,119.8,9.96,272.98,99.0,38.59,Recycling,Landfill,2023,12,Dec,Q4,0.73
17211,2025-02-04,Tamil Nadu,Madurai,Wet Waste,201.6,169.51,108.57,3.26,39.21,120.6,84.08,3.0,Composting,Landfill,2025,2,Feb,Q1,0.72
17212,2024-12-29,Maharashtra,Dhule,Plastic,286.7,242.68,185.12,99.02,6.74,127.92,84.64,53.49,Composting,Recycling Facility,2024,12,Dec,Q4,0.42
17213,2024-12-30,Odisha,Rourkela,Wet Waste,537.14,441.19,356.87,71.69,165.36,196.78,82.14,20.09,Material Recovery,MRF,2024,12,Dec,Q4,0.42
17214,2023-12-08,Kerala,Kozhikode,Dry Waste,335.42,269.35,190.67,87.61,7.57,163.38,80.3,45.95,Composting,Recycling Facility,2023,12,Dec,Q4,0.65
17215,2024-03-02,West Bengal,Kolkata,Dry Waste,616.26,516.28,352.77,164.14,14.62,323.34,83.78,46.53,Composting,MRF,2024,3,Mar,Q1,0.46
17216,2023-08-17,Uttar Pradesh,Varanasi,Glass,480.71,366.52,252.65,185.93,10.52,157.16,76.25,73.59,Recycling,Recycling Facility,2023,8,Aug,Q3,0.51
17217,2024-07-23,Telangana,Warangal,Wet Waste,592.1,526.07,373.86,42.84,184.27,272.53,88.85,11.46,Recycling,Recycling Facility,2024,7,Jul,Q3,0.67
17218,2023-04-11,West Bengal,Kolkata,Metal,815.26,733.16,413.24,296.03,16.13,396.54,89.93,71.64,Composting,Recycling Facility,2023,4,Apr,Q2,0.37
17219,2024-05-19,Delhi,Delhi,Dry Waste,422.34,361.15,208.51,120.74,8.49,219.07,85.51,57.91,Composting,Recycling Facility,2024,5,May,Q2,0.44
17220,2023-11-29,Odisha,Rourkela,Wet Waste,284.03,245.74,194.55,39.63,77.25,118.4,86.52,20.37,Waste-to-Energy,Landfill,2023,11,Nov,Q4,0.54
17221,2023-10-04,Madhya Pradesh,Bhopal,E-Waste,455.42,396.66,194.03,72.67,6.46,309.87,87.1,37.45,Recycling,Waste-to-Energy Plant,2023,10,Oct,Q4,0.39
17222,2025-08-10,Kerala,Thiruvananthapuram,Dry Waste,561.13,496.34,354.72,156.37,13.14,319.44,88.45,44.08,Material Recovery,Recycling Facility,2025,8,Aug,Q3,0.54
17223,2025-09-10,Maharashtra,Nashik,E-Waste,301.13,289.25,231.58,95.81,8.09,173.36,96.05,41.37,Landfill,Composting Plant,2025,9,Sep,Q3,0.81
17224,2023-09-29,Telangana,Warangal,E-Waste,251.19,248.68,177.47,89.0,5.48,132.04,99.0,50.15,Waste-to-Energy,Composting Plant,2023,9,Sep,Q3,0.62
17225,2025-02-12,West Bengal,Durgapur,Paper,431.72,345.19,215.5,122.23,8.75,195.34,79.96,56.72,Landfill,MRF,2025,2,Feb,Q1,0.54
17226,2024-02-10,Madhya Pradesh,Jabalpur,Wet Waste,625.05,524.5,333.72,15.45,144.27,343.37,83.91,4.63,Waste-to-Energy,Landfill,2024,2,Feb,Q1,0.59
17227,2023-07-18,Delhi,Delhi,Wet Waste,365.66,325.27,236.59,22.7,107.18,167.02,88.95,9.59,Landfill,Composting Plant,2023,7,Jul,Q3,0.43
17228,2023-02-15,West Bengal,Durgapur,Wet Waste,341.19,287.02,149.77,19.61,57.26,199.74,84.12,13.1,Landfill,Recycling Facility,2023,2,Feb,Q1,0.72
17229,2025-10-31,Telangana,Hyderabad,Wet Waste,354.55,334.31,241.21,39.66,96.4,172.63,94.29,16.44,Waste-to-Energy,Landfill,2025,10,Oct,Q4,0.7
